slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Taqueria-El-Muneco-Receipt,Taqueria El Muneco Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Target-Australia-Receipt,Target Australia Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Target-Receipt-example-with-Apple-Gift-Card-and-1-more-item-totalling-20-dollars,Target Receipt example with Apple Gift Card and 1 more item totalling 20 dollars,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Target-Receipt-example-with-GOTRAX-XP-Tour-Electric-Scooter-Cash-and-3-more-items-totalling-533-dollars-74-cents,"Target Receipt example with GOTRAX XP Tour Electric Scooter, Cash and 3 more items totalling 533 dollars 74 cents",UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Target-Receipt-example-with-Lion-Mints-Debit-Card-and-3-more-items-totalling-21-dollars-29-cents,"Target Receipt example with Lion Mints, Debit Card and 3 more items totalling 21 dollars 29 cents",UNSET,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,ABSENT,MIDDLE,UNSET,CRUMPLED_4,CENTER,6
Target-Receipt-example-with-Sleeping-Bag-Camping-Tent-and-2-more-items-totalling-dollar529.17,"Target Receipt example with Sleeping Bag, Camping Tent and 2 more items totalling $529.17",UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Target-Receipt,Target Receipt,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Taxi-Ride-Receipt,Taxi Ride Receipt,UNSET,TOP,TOP,DASHES,NONE,NONE,HEADER|RESTAURANT|ITEMS|DATE|CUSTOM,META>ITEM>DISCOUNT>AUTH>SUBTOTAL>TAX>TOTAL,NO_ITEMS,NONE,UNSET,UNSET,CENTER,5
Tazik-Receipt,Tazik Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|CUSTOM|CUSTOM,ITEM>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,6
Tesco-Metro-Grocery-Receipt,Tesco Metro Grocery Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Tesco-Receipt,Tesco Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>TENDER>CHANGE>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Texas-Roadhouse-Receipt,Texas Roadhouse Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
The-Armory-Receipt,The Armory Receipt,UNSET,TOP,NONE,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TIP,NO_ITEMS,NONE,UNSET,UNSET,CENTER,3
The-Beefeater-Spain-Receipt,The Beefeater Spain Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,6
The-Body-Shop-Receipt,The Body Shop Receipt,FAKE_RECEIPT,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
The-Cheesecake-Factory-Receipt,The Cheesecake Factory Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_4,LEFT,3
The-Cheesecake-Factory-Ross-Park-Receipt,The Cheesecake Factory Ross Park Receipt,MERCHANT_COPY,TOP,MIDDLE,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|HEADER|CUSTOM,ITEM>SUBTOTAL>TAX,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
The-Common-Market-Receipt,The Common Market Receipt,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,PERCENT_50,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_5,CENTER,5
The-Crosby-Receipt,The Crosby Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TENDER,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
The-Flower-Shop-Receipt,The Flower Shop Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
The-Food-Warehouse-Receipt,The Food Warehouse Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|RESTAURANT|ITEMS|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
The-Gym-Group-Receipt,The Gym Group Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|ITEMS|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
The-Highwayman-Receipt,The Highwayman Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
The-John-Hewitt-Pub-Receipt,The John Hewitt Pub Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
The-John-Hewitt-Receipt,The John Hewitt Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
The-Kathmandu-Restaurant-Receipt,The Kathmandu Restaurant Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM,ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
The-Kooples-Receipt,The Kooples Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
The-Loft-at-Picker's-Receipt,The Loft at Picker's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
The-O2-Receipt,The O2 Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM|BARCODE,ITEM>TAX>TOTAL,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,5
The-Old-Manor-Receipt,The Old Manor Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
The-Pack-Horse-Receipt,The Pack Horse Receipt,MERCHANT_COPY,NONE,NONE,DASHES,DASHES,NONE,CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,UNSET,6
The-Snowdrop-Inn-Receipt,The Snowdrop Inn Receipt,MERCHANT_COPY,TOP,NONE,EQUALS,EQUALS,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
The-Swan-at-Walton-Receipt,The Swan at Walton Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,3
The-UPS-Store-Receipt,The UPS Store Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,2
The-Whistle-Receipt,The Whistle Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Therapy-Receipt,Therapy Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_20,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,10
Three-(Three.co.uk)-Receipt,Three (Three.co.uk) Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Three-Ireland-Receipt,Three Ireland Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Thrifty-Foods-Receipt,Thrifty Foods Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Tim-Hortons-Receipt,Tim Hortons Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_50,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Tire-Shop-Receipt,Tire Shop Receipt,MERCHANT_COPY,TOP,TOP,COLONS,EMPTY,PERCENT_50,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Toby-Carvery-Receipt,Toby Carvery Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Tokyo-Shokudo-Receipt,Tokyo Shokudo Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Tom-Thumb-Receipt,Tom Thumb Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Tommy-Hilfiger-Receipt,Tommy Hilfiger Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Tony-Roma's-Receipt,Tony Roma’s Receipt,RECEIPTIONAL_RECEIPT,TOP,TOP,DASHES,DASHES,PERCENT_20,HEADER|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM,PRESENT,NONE,RIGHT,CRUMPLED_1,LEFT,5
Torchy's-Tacos-Receipt,Torchy's Tacos Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|PAYMENT|CUSTOM|CUSTOM|PAYMENT|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TOTAL,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Total-Wine-and-More-Receipt,Total Wine & More Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Towing-Receipt,Towing Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Town-and-Country-Receipt,Town & Country Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Tractor-Supply-Co-Receipt,Tractor Supply Co Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Trader-Joe's-Receipt,Trader Joe's Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|ITEMS|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Transportation-Receipt,Transportation Receipt,MERCHANT_COPY,TOP,TOP,COLONS,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Tropical-Smoothie-Cafe-Receipt,Tropical Smoothie Cafe Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
True-Value-Receipt,True Value Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Tuesday-Morning-Receipt,Tuesday Morning Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Turtle-Bay-Receipt,Turtle Bay Receipt,MERCHANT_COPY,TOP,TOP,STARS,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Tutoring-Receipt,Tutoring Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DOTS,NONE,HEADER|CUSTOM|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Tuuk-Eatery-Receipt,Tuuk Eatery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
UNIQLO-Receipt,UNIQLO Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
UPS-Shipping-Receipt,UPS Shipping Receipt,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,PERCENT_50,HEADER|DATE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,9
USPS-Receipt,USPS Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_3,CENTER,12
Uber-Receipt,Uber Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|CUSTOM|CUSTOM|ITEMS|CUSTOM|PAYMENT,ITEM>SUBTOTAL>TOTAL>TENDER>META>AUTH,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Ulta-Beauty-Receipt,Ulta Beauty Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|DATE|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Uncle-Paul's-Pizza-Receipt,Uncle Paul's Pizza Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TIP,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,12
Uncle-Willies-Grocery-Receipt,Uncle Willies Grocery Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Under-Armour-Receipt,Under Armour Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Unieuro-Receipt,Unieuro Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|BARCODE|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Urban-Outfitters-Receipt,Urban Outfitters Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|BARCODE|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Valentino-Boutique-Receipt,Valentino Boutique Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,EMPTY,PERCENT_20,HEADER|CUSTOM|RESTAURANT|ITEMS|DATE|CUSTOM|CUSTOM|CUSTOM|PAYMENT|BARCODE|CUSTOM|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,12
Valero-Gas-Station-Receipt,Valero Gas Station Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Vallarta-Supermarkets-Receipt,Vallarta Supermarkets Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Van's-Burgers-Receipt,Van's Burgers Receipt,MERCHANT_COPY,NONE,NONE,NONE,NONE,NONE,CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,UNSET,3
Vans-Receipt,Vans Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,6
Vapiano-Receipt,Vapiano Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>TOTAL>TAX>TENDER,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Veerman-Juwelen-Receipt,Veerman Juwelen Receipt ,RECEIPTIONAL_RECEIPT,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,16
Vege-Mart-Grocery-Receipt,Vege Mart Grocery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,RIGHT,8
Verizon-Receipt,Verizon Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Vet-Receipt,Vet Receipt,MERCHANT_COPY,TOP,TOP,STARS,COLONS,PERCENT_20,HEADER|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Victoria's-Secret-Receipt,Victoria’s Secret Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|RESTAURANT|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM>META,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,10
Visions-Electronics-Receipt,Visions Electronics Receipt ,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,NONE,HEADER|DATE|CUSTOM|ITEMS|PAYMENT|BARCODE,SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH>ITEM,NO_ITEMS,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Visionworks-Receipt,Visionworks Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM|CUSTOM,TENDER>ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Vodafone-Receipt,Vodafone Receipt ,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Vons-Receipt-example-with-Broccoli-Cereal-Honey-Oats-Penne-Pasta-Eggs-Chicken-Breast-Toilet-Paper-Tomatoes-Bottled-Water-Orange-Juice-Apples-and-Skyy-Vodka-totalling-58-dollars-81-cents,Vons Receipt example with Broccoli Cereal Honey Oats Penne Pasta Eggs Chicken Breast Toilet Paper Tomatoes Bottled Water Orange Juice Apples and Skyy Vodka totalling 58 dollars 81 cents,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_20,HEADER|DATE|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Vons-Receipt,Vons Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Waffle-House-Receipt,Waffle House Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Wagamama-Receipt,Wagamama Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Waitrose-and-Partners-Receipt,Waitrose & Partners Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Walgreens-Receipt-example-with-FSA-RX-2378541-FSA-RX-2378542-and-1-more-items-totalling-304-dollars-22-cents,"Walgreens Receipt example with FSA RX 2378541, FSA RX 2378542 and 1 more items totalling 304 dollars 22 cents",UNSET,TOP,TOP,EMPTY,NONE,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Walgreens-Receipt-example-with-Fluticasone-Inhaler-Air-Physio-and-1-more-items-totalling-dollar216.29,"Walgreens Receipt example with Fluticasone Inhaler, Air Physio and 1 more items totalling $216.29",UNSET,TOP,TOP,EMPTY,DASHES,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
